               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 114,            0.039661,             0.02086,                   0,             0.57761,             0.72464,             0.64465,             0.23121,            0.044978,            0.017709,                   0,           0.0072003,           0.0072003,           0.0072003
                 115,            0.040512,            0.020353,                   0,             0.72128,              0.6376,              0.6866,             0.25404,            0.045444,            0.017301,                   0,           0.0071566,           0.0071566,           0.0071566
                 116,            0.040723,            0.020059,                   0,             0.70486,             0.70956,             0.69604,             0.25062,              0.0449,            0.017598,                   0,           0.0071127,           0.0071127,           0.0071127
                 117,             0.04102,            0.020401,                   0,             0.77448,             0.62319,             0.66372,             0.24627,            0.045266,            0.017571,                   0,           0.0070686,           0.0070686,           0.0070686
                 118,            0.040706,             0.02031,                   0,             0.60854,             0.71014,             0.68353,              0.2439,            0.045646,            0.017321,                   0,           0.0070243,           0.0070243,           0.0070243
                 119,            0.042222,            0.020609,                   0,             0.75622,             0.65187,             0.67948,             0.23311,            0.046242,            0.016964,                   0,           0.0069799,           0.0069799,           0.0069799
                 120,            0.039596,            0.020623,                   0,             0.76719,             0.64474,             0.70797,              0.2617,             0.04538,            0.016576,                   0,           0.0069353,           0.0069353,           0.0069353
                 121,            0.040922,            0.020653,                   0,             0.72351,             0.66667,             0.71301,             0.25093,            0.045608,            0.016791,                   0,           0.0068906,           0.0068906,           0.0068906
                 122,            0.039746,            0.020279,                   0,             0.75829,             0.63768,             0.71507,             0.26678,            0.044275,            0.017124,                   0,           0.0068457,           0.0068457,           0.0068457
                 123,            0.039946,             0.02045,                   0,             0.72491,             0.59196,             0.65456,             0.25012,            0.045373,            0.017528,                   0,           0.0068006,           0.0068006,           0.0068006
                 124,            0.039653,             0.02019,                   0,             0.75458,             0.53473,             0.62552,             0.21966,            0.048422,            0.017852,                   0,           0.0067555,           0.0067555,           0.0067555
                 125,            0.040855,            0.020384,                   0,             0.76233,             0.55784,             0.64602,             0.23608,            0.046214,            0.017806,                   0,           0.0067101,           0.0067101,           0.0067101
                 126,            0.039889,            0.020779,                   0,             0.68368,             0.67348,             0.70499,              0.2407,            0.046735,              0.0171,                   0,           0.0066647,           0.0066647,           0.0066647
                 127,            0.040202,            0.020056,                   0,             0.73129,             0.71014,             0.75292,             0.28092,            0.043479,            0.016498,                   0,           0.0066191,           0.0066191,           0.0066191
